seed_id,view,image,label
103,bottom,train/00103.png,pure
104,top,train/00104.png,pure
105,bottom,train/00105.png,discolored
106,bottom,train/00106.png,broken
108,top,train/00108.png,pure
109,bottom,train/00109.png,broken
110,top,train/00110.png,discolored
111,top,train/00111.png,pure
112,bottom,train/00112.png,pure
113,top,train/00113.png,discolored
114,top,train/00114.png,broken
116,bottom,train/00116.png,broken
117,top,train/00117.png,pure
119,top,train/00119.png,discolored
120,top,train/00120.png,pure
121,top,train/00121.png,broken
122,bottom,train/00122.png,silkcut
123,bottom,train/00123.png,silkcut
124,top,train/00124.png,broken
125,top,train/00125.png,broken
126,top,train/00126.png,pure
127,top,train/00127.png,pure
128,bottom,train/00128.png,pure
129,bottom,train/00129.png,discolored
130,top,train/00130.png,pure
131,bottom,train/00131.png,broken
132,bottom,train/00132.png,silkcut
133,top,train/00133.png,pure
134,bottom,train/00134.png,pure
135,top,train/00135.png,pure
136,top,train/00136.png,silkcut
138,top,train/00138.png,pure
139,bottom,train/00139.png,silkcut
141,bottom,train/00141.png,broken
142,bottom,train/00142.png,pure
143,bottom,train/00143.png,pure
145,bottom,train/00145.png,broken
146,top,train/00146.png,pure
147,top,train/00147.png,broken
148,bottom,train/00148.png,pure
149,top,train/00149.png,broken
150,bottom,train/00150.png,broken
152,bottom,train/00152.png,pure
154,bottom,train/00154.png,pure
155,top,train/00155.png,silkcut
156,bottom,train/00156.png,broken
157,top,train/00157.png,pure
158,top,train/00158.png,broken
160,top,train/00160.png,broken
161,top,train/00161.png,broken
162,top,train/00162.png,broken
163,bottom,train/00163.png,broken
164,top,train/00164.png,broken
166,bottom,train/00166.png,broken
167,bottom,train/00167.png,broken
168,bottom,train/00168.png,pure
169,bottom,train/00169.png,discolored
170,top,train/00170.png,pure
171,top,train/00171.png,discolored
173,top,train/00173.png,silkcut
174,bottom,train/00174.png,pure
175,bottom,train/00175.png,discolored
176,bottom,train/00176.png,pure
177,top,train/00177.png,broken
178,bottom,train/00178.png,pure
179,bottom,train/00179.png,broken
180,bottom,train/00180.png,broken
181,top,train/00181.png,discolored
182,bottom,train/00182.png,pure
183,bottom,train/00183.png,pure
184,top,train/00184.png,broken
185,top,train/00185.png,broken
186,top,train/00186.png,silkcut
187,top,train/00187.png,silkcut
188,top,train/00188.png,silkcut
189,bottom,train/00189.png,pure
190,top,train/00190.png,broken
192,bottom,train/00192.png,silkcut
193,bottom,train/00193.png,discolored
194,top,train/00194.png,broken
196,top,train/00196.png,pure
197,bottom,train/00197.png,pure
198,top,train/00198.png,broken
201,top,train/00201.png,silkcut
202,top,train/00202.png,broken
203,bottom,train/00203.png,pure
204,bottom,train/00204.png,pure
206,bottom,train/00206.png,pure
208,bottom,train/00208.png,discolored
209,bottom,train/00209.png,broken
210,bottom,train/00210.png,broken
211,bottom,train/00211.png,pure
213,top,train/00213.png,broken
214,bottom,train/00214.png,pure
215,bottom,train/00215.png,pure
216,top,train/00216.png,broken
217,top,train/00217.png,pure
218,top,train/00218.png,pure
220,bottom,train/00220.png,pure
221,bottom,train/00221.png,broken
222,bottom,train/00222.png,broken
224,top,train/00224.png,discolored
225,top,train/00225.png,broken
226,bottom,train/00226.png,pure
227,top,train/00227.png,pure
228,bottom,train/00228.png,silkcut
229,top,train/00229.png,broken
230,bottom,train/00230.png,broken
232,top,train/00232.png,broken
234,top,train/00234.png,pure
235,bottom,train/00235.png,broken
236,top,train/00236.png,broken
237,bottom,train/00237.png,pure
238,top,train/00238.png,pure
239,top,train/00239.png,pure
240,bottom,train/00240.png,discolored
241,top,train/00241.png,pure
242,top,train/00242.png,pure
243,top,train/00243.png,pure
244,bottom,train/00244.png,pure
245,top,train/00245.png,pure
246,bottom,train/00246.png,broken
247,top,train/00247.png,broken
250,top,train/00250.png,discolored
251,top,train/00251.png,broken
252,top,train/00252.png,broken
253,bottom,train/00253.png,pure
254,bottom,train/00254.png,pure
255,bottom,train/00255.png,silkcut
256,top,train/00256.png,broken
258,top,train/00258.png,silkcut
259,top,train/00259.png,pure
260,bottom,train/00260.png,pure
261,top,train/00261.png,pure
262,bottom,train/00262.png,silkcut
264,bottom,train/00264.png,discolored
265,top,train/00265.png,discolored
266,bottom,train/00266.png,pure
267,top,train/00267.png,silkcut
268,bottom,train/00268.png,silkcut
270,top,train/00270.png,broken
271,top,train/00271.png,pure
273,bottom,train/00273.png,pure
274,bottom,train/00274.png,pure
275,bottom,train/00275.png,discolored
276,top,train/00276.png,broken
277,top,train/00277.png,broken
278,bottom,train/00278.png,pure
279,bottom,train/00279.png,pure
280,top,train/00280.png,broken
281,top,train/00281.png,discolored
282,top,train/00282.png,broken
284,top,train/00284.png,broken
285,top,train/00285.png,broken
286,top,train/00286.png,broken
287,bottom,train/00287.png,pure
288,top,train/00288.png,pure
289,bottom,train/00289.png,broken
290,bottom,train/00290.png,pure
292,top,train/00292.png,broken
293,bottom,train/00293.png,pure
294,bottom,train/00294.png,pure
295,bottom,train/00295.png,pure
296,top,train/00296.png,broken
297,bottom,train/00297.png,discolored
298,bottom,train/00298.png,pure
299,bottom,train/00299.png,pure
302,top,train/00302.png,silkcut
303,bottom,train/00303.png,broken
304,top,train/00304.png,silkcut
305,bottom,train/00305.png,broken
306,top,train/00306.png,broken
307,top,train/00307.png,pure
308,top,train/00308.png,discolored
309,bottom,train/00309.png,pure
310,bottom,train/00310.png,discolored
311,bottom,train/00311.png,pure
312,top,train/00312.png,pure
313,bottom,train/00313.png,broken
314,bottom,train/00314.png,broken
315,bottom,train/00315.png,pure
316,bottom,train/00316.png,pure
317,bottom,train/00317.png,silkcut
318,top,train/00318.png,pure
319,bottom,train/00319.png,discolored
321,top,train/00321.png,discolored
322,bottom,train/00322.png,pure
323,bottom,train/00323.png,pure
325,bottom,train/00325.png,pure
326,bottom,train/00326.png,discolored
327,top,train/00327.png,pure
328,top,train/00328.png,broken
329,top,train/00329.png,silkcut
330,bottom,train/00330.png,broken
331,top,train/00331.png,broken
332,bottom,train/00332.png,discolored
333,bottom,train/00333.png,broken
334,bottom,train/00334.png,silkcut
335,top,train/00335.png,broken
338,bottom,train/00338.png,pure
339,top,train/00339.png,broken
340,top,train/00340.png,pure
341,top,train/00341.png,pure
342,top,train/00342.png,pure
343,top,train/00343.png,broken
344,top,train/00344.png,discolored
345,top,train/00345.png,discolored
346,top,train/00346.png,broken
347,top,train/00347.png,silkcut
348,top,train/00348.png,broken
349,bottom,train/00349.png,pure
350,bottom,train/00350.png,broken
351,bottom,train/00351.png,discolored
352,bottom,train/00352.png,pure
353,top,train/00353.png,broken
354,bottom,train/00354.png,discolored
355,bottom,train/00355.png,broken
356,bottom,train/00356.png,pure
357,top,train/00357.png,pure
358,bottom,train/00358.png,silkcut
359,top,train/00359.png,discolored
360,top,train/00360.png,pure
361,top,train/00361.png,broken
362,top,train/00362.png,silkcut
363,top,train/00363.png,broken
366,bottom,train/00366.png,pure
367,top,train/00367.png,broken
368,bottom,train/00368.png,pure
369,top,train/00369.png,discolored
370,top,train/00370.png,silkcut
372,top,train/00372.png,pure
373,bottom,train/00373.png,pure
374,bottom,train/00374.png,discolored
375,top,train/00375.png,pure
376,bottom,train/00376.png,discolored
377,top,train/00377.png,broken
378,bottom,train/00378.png,pure
379,top,train/00379.png,broken
380,bottom,train/00380.png,pure
381,top,train/00381.png,pure
383,top,train/00383.png,discolored
386,top,train/00386.png,discolored
388,bottom,train/00388.png,pure
389,top,train/00389.png,silkcut
390,top,train/00390.png,pure
391,top,train/00391.png,broken
392,top,train/00392.png,silkcut
393,top,train/00393.png,broken
394,top,train/00394.png,silkcut
395,top,train/00395.png,silkcut
396,top,train/00396.png,pure
397,bottom,train/00397.png,discolored
398,top,train/00398.png,broken
399,top,train/00399.png,broken
400,bottom,train/00400.png,discolored
401,bottom,train/00401.png,pure
402,bottom,train/00402.png,broken
403,bottom,train/00403.png,pure
404,top,train/00404.png,discolored
405,top,train/00405.png,broken
406,bottom,train/00406.png,discolored
409,bottom,train/00409.png,broken
410,bottom,train/00410.png,silkcut
413,bottom,train/00413.png,discolored
415,top,train/00415.png,discolored
416,bottom,train/00416.png,broken
417,top,train/00417.png,pure
418,top,train/00418.png,silkcut
419,top,train/00419.png,pure
420,bottom,train/00420.png,discolored
422,top,train/00422.png,broken
423,top,train/00423.png,pure
425,top,train/00425.png,pure
426,top,train/00426.png,pure
427,top,train/00427.png,pure
428,top,train/00428.png,silkcut
429,top,train/00429.png,broken
430,top,train/00430.png,pure
431,bottom,train/00431.png,pure
433,bottom,train/00433.png,discolored
435,top,train/00435.png,pure
436,bottom,train/00436.png,broken
437,bottom,train/00437.png,pure
438,bottom,train/00438.png,broken
439,bottom,train/00439.png,broken
442,top,train/00442.png,broken
444,bottom,train/00444.png,pure
445,top,train/00445.png,broken
446,bottom,train/00446.png,pure
447,top,train/00447.png,pure
449,bottom,train/00449.png,broken
450,bottom,train/00450.png,discolored
451,bottom,train/00451.png,broken
452,top,train/00452.png,discolored
453,top,train/00453.png,pure
454,bottom,train/00454.png,pure
455,bottom,train/00455.png,pure
456,top,train/00456.png,broken
457,top,train/00457.png,pure
458,bottom,train/00458.png,pure
459,bottom,train/00459.png,broken
460,top,train/00460.png,discolored
461,top,train/00461.png,broken
462,bottom,train/00462.png,discolored
463,bottom,train/00463.png,pure
464,bottom,train/00464.png,pure
465,bottom,train/00465.png,broken
466,top,train/00466.png,pure
467,bottom,train/00467.png,silkcut
468,top,train/00468.png,pure
469,bottom,train/00469.png,pure
470,bottom,train/00470.png,broken
471,top,train/00471.png,pure
472,top,train/00472.png,broken
473,bottom,train/00473.png,discolored
474,top,train/00474.png,broken
476,bottom,train/00476.png,pure
477,bottom,train/00477.png,pure
478,bottom,train/00478.png,pure
479,top,train/00479.png,broken
480,top,train/00480.png,broken
481,top,train/00481.png,pure
483,bottom,train/00483.png,pure
485,top,train/00485.png,broken
486,top,train/00486.png,broken
487,top,train/00487.png,discolored
488,top,train/00488.png,broken
489,bottom,train/00489.png,broken
491,top,train/00491.png,silkcut
492,top,train/00492.png,pure
493,top,train/00493.png,pure
494,top,train/00494.png,pure
495,top,train/00495.png,silkcut
496,top,train/00496.png,broken
497,bottom,train/00497.png,pure
498,bottom,train/00498.png,pure
499,top,train/00499.png,pure
500,top,train/00500.png,pure
501,top,train/00501.png,discolored
502,top,train/00502.png,broken
503,bottom,train/00503.png,pure
505,top,train/00505.png,broken
507,top,train/00507.png,broken
508,top,train/00508.png,silkcut
509,bottom,train/00509.png,broken
510,bottom,train/00510.png,broken
512,bottom,train/00512.png,pure
513,top,train/00513.png,silkcut
514,bottom,train/00514.png,pure
515,top,train/00515.png,silkcut
516,bottom,train/00516.png,discolored
518,bottom,train/00518.png,broken
519,bottom,train/00519.png,pure
520,top,train/00520.png,silkcut
521,top,train/00521.png,pure
522,top,train/00522.png,pure
523,top,train/00523.png,broken
524,bottom,train/00524.png,pure
525,bottom,train/00525.png,discolored
526,bottom,train/00526.png,pure
529,top,train/00529.png,silkcut
530,bottom,train/00530.png,broken
531,top,train/00531.png,pure
532,top,train/00532.png,broken
533,top,train/00533.png,broken
534,bottom,train/00534.png,pure
535,top,train/00535.png,broken
538,top,train/00538.png,silkcut
539,bottom,train/00539.png,pure
540,top,train/00540.png,discolored
542,top,train/00542.png,broken
543,bottom,train/00543.png,silkcut
544,top,train/00544.png,pure
545,top,train/00545.png,discolored
546,top,train/00546.png,broken
547,bottom,train/00547.png,pure
549,top,train/00549.png,pure
550,bottom,train/00550.png,broken
551,bottom,train/00551.png,discolored
552,bottom,train/00552.png,pure
553,top,train/00553.png,broken
555,bottom,train/00555.png,discolored
556,top,train/00556.png,pure
557,top,train/00557.png,discolored
558,bottom,train/00558.png,discolored
559,top,train/00559.png,broken
560,top,train/00560.png,discolored
561,top,train/00561.png,broken
562,bottom,train/00562.png,discolored
563,top,train/00563.png,pure
564,top,train/00564.png,pure
565,bottom,train/00565.png,silkcut
566,top,train/00566.png,discolored
567,top,train/00567.png,pure
568,top,train/00568.png,pure
569,bottom,train/00569.png,broken
570,top,train/00570.png,broken
571,bottom,train/00571.png,pure
572,top,train/00572.png,pure
573,top,train/00573.png,broken
575,bottom,train/00575.png,broken
576,bottom,train/00576.png,broken
577,top,train/00577.png,silkcut
578,top,train/00578.png,discolored
579,bottom,train/00579.png,pure
580,bottom,train/00580.png,broken
581,top,train/00581.png,pure
583,top,train/00583.png,discolored
584,bottom,train/00584.png,pure
585,top,train/00585.png,broken
586,bottom,train/00586.png,pure
587,bottom,train/00587.png,broken
588,bottom,train/00588.png,broken
589,bottom,train/00589.png,pure
590,bottom,train/00590.png,broken
591,top,train/00591.png,discolored
592,top,train/00592.png,broken
593,top,train/00593.png,discolored
594,bottom,train/00594.png,discolored
596,bottom,train/00596.png,pure
597,bottom,train/00597.png,silkcut
599,top,train/00599.png,broken
600,bottom,train/00600.png,discolored
601,top,train/00601.png,broken
603,top,train/00603.png,broken
604,top,train/00604.png,pure
605,bottom,train/00605.png,pure
606,bottom,train/00606.png,broken
608,bottom,train/00608.png,broken
609,bottom,train/00609.png,discolored
610,top,train/00610.png,broken
611,bottom,train/00611.png,broken
612,bottom,train/00612.png,silkcut
613,bottom,train/00613.png,broken
614,top,train/00614.png,discolored
615,bottom,train/00615.png,pure
616,bottom,train/00616.png,discolored
618,bottom,train/00618.png,broken
619,top,train/00619.png,silkcut
621,top,train/00621.png,pure
622,top,train/00622.png,discolored
625,bottom,train/00625.png,silkcut
626,top,train/00626.png,pure
628,bottom,train/00628.png,discolored
629,top,train/00629.png,discolored
631,bottom,train/00631.png,discolored
632,top,train/00632.png,discolored
633,bottom,train/00633.png,pure
634,bottom,train/00634.png,broken
635,top,train/00635.png,pure
636,top,train/00636.png,pure
637,bottom,train/00637.png,broken
638,top,train/00638.png,pure
639,top,train/00639.png,broken
640,top,train/00640.png,silkcut
641,bottom,train/00641.png,discolored
642,bottom,train/00642.png,broken
643,bottom,train/00643.png,pure
644,bottom,train/00644.png,discolored
645,top,train/00645.png,broken
646,top,train/00646.png,silkcut
647,top,train/00647.png,pure
648,top,train/00648.png,broken
649,top,train/00649.png,broken
651,bottom,train/00651.png,pure
652,bottom,train/00652.png,silkcut
654,top,train/00654.png,broken
655,bottom,train/00655.png,pure
656,bottom,train/00656.png,broken
657,top,train/00657.png,broken
658,bottom,train/00658.png,pure
660,top,train/00660.png,pure
661,top,train/00661.png,broken
662,top,train/00662.png,pure
663,top,train/00663.png,discolored
664,bottom,train/00664.png,silkcut
665,bottom,train/00665.png,pure
666,bottom,train/00666.png,pure
667,bottom,train/00667.png,silkcut
669,top,train/00669.png,broken
670,top,train/00670.png,pure
671,bottom,train/00671.png,pure
672,top,train/00672.png,broken
673,bottom,train/00673.png,silkcut
674,top,train/00674.png,broken
676,bottom,train/00676.png,silkcut
677,top,train/00677.png,pure
678,bottom,train/00678.png,pure
680,bottom,train/00680.png,broken
681,top,train/00681.png,discolored
683,top,train/00683.png,discolored
684,bottom,train/00684.png,pure
686,bottom,train/00686.png,pure
688,top,train/00688.png,pure
689,bottom,train/00689.png,silkcut
690,top,train/00690.png,pure
691,top,train/00691.png,discolored
692,bottom,train/00692.png,pure
693,bottom,train/00693.png,silkcut
694,top,train/00694.png,pure
695,top,train/00695.png,broken
696,top,train/00696.png,discolored
697,bottom,train/00697.png,discolored
698,bottom,train/00698.png,pure
700,top,train/00700.png,broken
701,top,train/00701.png,pure
702,top,train/00702.png,pure
703,top,train/00703.png,discolored
704,bottom,train/00704.png,broken
705,bottom,train/00705.png,pure
707,top,train/00707.png,broken
708,bottom,train/00708.png,pure
709,bottom,train/00709.png,discolored
710,top,train/00710.png,pure
711,top,train/00711.png,pure
712,bottom,train/00712.png,pure
713,bottom,train/00713.png,discolored
714,top,train/00714.png,broken
715,bottom,train/00715.png,pure
716,bottom,train/00716.png,pure
718,bottom,train/00718.png,silkcut
719,top,train/00719.png,pure
720,top,train/00720.png,broken
721,bottom,train/00721.png,broken
722,bottom,train/00722.png,broken
723,top,train/00723.png,broken
724,top,train/00724.png,discolored
725,top,train/00725.png,pure
727,top,train/00727.png,silkcut
728,top,train/00728.png,discolored
729,bottom,train/00729.png,broken
731,top,train/00731.png,pure
732,bottom,train/00732.png,pure
733,top,train/00733.png,broken
734,top,train/00734.png,discolored
735,bottom,train/00735.png,pure
737,bottom,train/00737.png,discolored
738,bottom,train/00738.png,broken
739,bottom,train/00739.png,pure
740,bottom,train/00740.png,discolored
741,bottom,train/00741.png,discolored
742,bottom,train/00742.png,pure
743,top,train/00743.png,discolored
744,top,train/00744.png,pure
747,top,train/00747.png,pure
748,bottom,train/00748.png,discolored
749,bottom,train/00749.png,discolored
750,bottom,train/00750.png,silkcut
751,top,train/00751.png,discolored
752,top,train/00752.png,silkcut
753,top,train/00753.png,silkcut
755,bottom,train/00755.png,discolored
756,top,train/00756.png,pure
757,top,train/00757.png,silkcut
758,bottom,train/00758.png,discolored
759,bottom,train/00759.png,broken
760,top,train/00760.png,pure
761,top,train/00761.png,discolored
762,bottom,train/00762.png,pure
763,bottom,train/00763.png,discolored
765,bottom,train/00765.png,silkcut
767,top,train/00767.png,broken
768,top,train/00768.png,broken
769,top,train/00769.png,pure
770,top,train/00770.png,broken
772,top,train/00772.png,discolored
773,top,train/00773.png,pure
774,bottom,train/00774.png,discolored
775,top,train/00775.png,broken
776,bottom,train/00776.png,pure
777,bottom,train/00777.png,pure
778,top,train/00778.png,silkcut
780,top,train/00780.png,discolored
781,bottom,train/00781.png,pure
782,bottom,train/00782.png,pure
783,bottom,train/00783.png,pure
784,bottom,train/00784.png,silkcut
785,bottom,train/00785.png,pure
786,top,train/00786.png,silkcut
787,top,train/00787.png,pure
788,top,train/00788.png,broken
789,bottom,train/00789.png,discolored
790,bottom,train/00790.png,discolored
791,bottom,train/00791.png,pure
792,top,train/00792.png,discolored
793,top,train/00793.png,pure
794,bottom,train/00794.png,broken
796,top,train/00796.png,broken
797,top,train/00797.png,discolored
798,bottom,train/00798.png,discolored
799,bottom,train/00799.png,silkcut
800,bottom,train/00800.png,pure
801,bottom,train/00801.png,pure
802,bottom,train/00802.png,broken
803,bottom,train/00803.png,silkcut
804,bottom,train/00804.png,discolored
805,bottom,train/00805.png,discolored
806,top,train/00806.png,broken
807,bottom,train/00807.png,broken
808,bottom,train/00808.png,broken
809,top,train/00809.png,pure
810,top,train/00810.png,pure
811,top,train/00811.png,pure
812,top,train/00812.png,broken
814,top,train/00814.png,broken
816,top,train/00816.png,broken
817,bottom,train/00817.png,pure
818,top,train/00818.png,pure
820,bottom,train/00820.png,pure
821,bottom,train/00821.png,discolored
822,bottom,train/00822.png,pure
823,top,train/00823.png,broken
824,top,train/00824.png,pure
825,bottom,train/00825.png,pure
826,top,train/00826.png,silkcut
827,top,train/00827.png,pure
828,bottom,train/00828.png,broken
829,top,train/00829.png,discolored
830,bottom,train/00830.png,discolored
831,bottom,train/00831.png,pure
832,top,train/00832.png,discolored
833,top,train/00833.png,silkcut
835,top,train/00835.png,pure
836,top,train/00836.png,pure
837,bottom,train/00837.png,pure
838,bottom,train/00838.png,discolored
839,top,train/00839.png,discolored
840,bottom,train/00840.png,silkcut
841,top,train/00841.png,pure
842,top,train/00842.png,pure
844,top,train/00844.png,pure
845,top,train/00845.png,discolored
846,top,train/00846.png,pure
847,bottom,train/00847.png,broken
848,bottom,train/00848.png,pure
849,top,train/00849.png,broken
850,bottom,train/00850.png,broken
851,top,train/00851.png,broken
852,top,train/00852.png,discolored
853,top,train/00853.png,pure
855,top,train/00855.png,pure
856,bottom,train/00856.png,discolored
857,top,train/00857.png,pure
859,bottom,train/00859.png,pure
860,top,train/00860.png,discolored
861,top,train/00861.png,broken
862,bottom,train/00862.png,broken
863,top,train/00863.png,broken
864,bottom,train/00864.png,broken
866,bottom,train/00866.png,broken
867,bottom,train/00867.png,discolored
868,bottom,train/00868.png,pure
869,top,train/00869.png,discolored
870,bottom,train/00870.png,pure
871,bottom,train/00871.png,discolored
873,top,train/00873.png,broken
874,bottom,train/00874.png,pure
875,top,train/00875.png,discolored
876,bottom,train/00876.png,pure
877,bottom,train/00877.png,broken
878,bottom,train/00878.png,silkcut
879,bottom,train/00879.png,discolored
880,bottom,train/00880.png,broken
881,top,train/00881.png,broken
882,top,train/00882.png,broken
883,bottom,train/00883.png,broken
884,bottom,train/00884.png,pure
886,top,train/00886.png,broken
887,bottom,train/00887.png,broken
888,top,train/00888.png,discolored
892,top,train/00892.png,discolored
893,bottom,train/00893.png,broken
895,top,train/00895.png,pure
896,top,train/00896.png,broken
897,top,train/00897.png,broken
898,bottom,train/00898.png,pure
899,top,train/00899.png,broken
902,bottom,train/00902.png,broken
903,bottom,train/00903.png,broken
904,bottom,train/00904.png,broken
905,top,train/00905.png,pure
907,top,train/00907.png,silkcut
911,bottom,train/00911.png,silkcut
912,top,train/00912.png,broken
914,bottom,train/00914.png,pure
915,top,train/00915.png,broken
916,bottom,train/00916.png,pure
918,bottom,train/00918.png,broken
919,top,train/00919.png,broken
920,top,train/00920.png,broken
921,top,train/00921.png,pure
922,bottom,train/00922.png,pure
924,top,train/00924.png,pure
925,top,train/00925.png,broken
926,top,train/00926.png,broken
928,bottom,train/00928.png,pure
929,bottom,train/00929.png,discolored
930,top,train/00930.png,broken
931,top,train/00931.png,silkcut
933,bottom,train/00933.png,pure
935,top,train/00935.png,pure
936,top,train/00936.png,broken
937,top,train/00937.png,pure
938,top,train/00938.png,pure
939,bottom,train/00939.png,discolored
940,bottom,train/00940.png,discolored
942,bottom,train/00942.png,broken
943,bottom,train/00943.png,broken
944,bottom,train/00944.png,pure
945,bottom,train/00945.png,pure
946,top,train/00946.png,broken
947,top,train/00947.png,silkcut
948,bottom,train/00948.png,pure
949,top,train/00949.png,broken
950,bottom,train/00950.png,pure
952,bottom,train/00952.png,discolored
953,top,train/00953.png,discolored
954,top,train/00954.png,discolored
955,top,train/00955.png,discolored
956,bottom,train/00956.png,broken
958,top,train/00958.png,discolored
959,top,train/00959.png,broken
960,top,train/00960.png,broken
961,bottom,train/00961.png,broken
962,top,train/00962.png,discolored
966,bottom,train/00966.png,broken
967,top,train/00967.png,pure
969,top,train/00969.png,silkcut
970,top,train/00970.png,broken
971,bottom,train/00971.png,broken
975,bottom,train/00975.png,broken
976,bottom,train/00976.png,pure
977,bottom,train/00977.png,pure
978,bottom,train/00978.png,broken
979,top,train/00979.png,pure
981,top,train/00981.png,discolored
982,top,train/00982.png,broken
983,top,train/00983.png,discolored
984,top,train/00984.png,broken
985,bottom,train/00985.png,broken
987,top,train/00987.png,broken
988,bottom,train/00988.png,pure
990,bottom,train/00990.png,pure
991,top,train/00991.png,pure
992,top,train/00992.png,broken
994,bottom,train/00994.png,pure
995,top,train/00995.png,broken
996,top,train/00996.png,discolored
997,top,train/00997.png,discolored
999,bottom,train/00999.png,pure
1000,bottom,train/01000.png,discolored
1001,bottom,train/01001.png,discolored
1002,top,train/01002.png,discolored
1003,bottom,train/01003.png,broken
1004,bottom,train/01004.png,pure
1005,top,train/01005.png,discolored
1006,top,train/01006.png,pure
1007,bottom,train/01007.png,discolored
1008,top,train/01008.png,pure
1009,top,train/01009.png,discolored
1010,top,train/01010.png,pure
1011,bottom,train/01011.png,pure
1012,bottom,train/01012.png,pure
1013,top,train/01013.png,broken
1014,top,train/01014.png,pure
1015,top,train/01015.png,broken
1016,bottom,train/01016.png,broken
1019,bottom,train/01019.png,pure
1020,top,train/01020.png,pure
1021,top,train/01021.png,broken
1022,top,train/01022.png,discolored
1023,top,train/01023.png,broken
1024,top,train/01024.png,pure
1025,top,train/01025.png,broken
1026,top,train/01026.png,pure
1027,top,train/01027.png,broken
1029,bottom,train/01029.png,pure
1030,top,train/01030.png,silkcut
1031,bottom,train/01031.png,pure
1032,top,train/01032.png,pure
1033,bottom,train/01033.png,pure
1034,top,train/01034.png,discolored
1035,top,train/01035.png,pure
1036,top,train/01036.png,pure
1038,bottom,train/01038.png,pure
1039,bottom,train/01039.png,pure
1040,top,train/01040.png,discolored
1042,bottom,train/01042.png,silkcut
1044,bottom,train/01044.png,pure
1045,top,train/01045.png,pure
1046,top,train/01046.png,pure
1047,top,train/01047.png,discolored
1050,top,train/01050.png,broken
1051,top,train/01051.png,broken
1052,bottom,train/01052.png,pure
1053,top,train/01053.png,pure
1054,top,train/01054.png,discolored
1055,bottom,train/01055.png,broken
1058,bottom,train/01058.png,pure
1059,bottom,train/01059.png,pure
1061,bottom,train/01061.png,broken
1062,top,train/01062.png,discolored
1064,bottom,train/01064.png,pure
1065,top,train/01065.png,broken
1066,bottom,train/01066.png,broken
1068,bottom,train/01068.png,pure
1069,bottom,train/01069.png,broken
1070,top,train/01070.png,broken
1074,bottom,train/01074.png,discolored
1075,top,train/01075.png,pure
1076,top,train/01076.png,pure
1078,top,train/01078.png,discolored
1079,bottom,train/01079.png,pure
1080,top,train/01080.png,broken
1082,top,train/01082.png,broken
1083,bottom,train/01083.png,discolored
1084,bottom,train/01084.png,pure
1085,top,train/01085.png,broken
1086,bottom,train/01086.png,silkcut
1087,top,train/01087.png,silkcut
1090,top,train/01090.png,pure
1091,top,train/01091.png,discolored
1093,bottom,train/01093.png,discolored
1094,bottom,train/01094.png,pure
1095,bottom,train/01095.png,broken
